Keyword,Match type,Impr.,Interactions,Interaction rate,Conv. rate
"""what is the value of my home""",Phrase match,"3,212",476,14.82%,16.81%
 +online +home +appraisal,Broad match,289,40,13.84%,8.75%
 +trelora +agent,Broad match,0,0, --,0.00%
 +market +value +of +my +house,Broad match,493,59,11.97%,10.17%
 +how +much +would +my +house +be +worth,Broad match,158,23,14.56%,4.35%
 +Redfin +how +much +house +can +i +afford,Broad match,0,0, --,0.00%
 +selling +home +with +redfin,Broad match,3,2,66.67%,0.00%
"""Hoboken real estate agent""",Phrase match,12,0,0.00%,0.00%
"""redfin listing""",Phrase match,3,0,0.00%,0.00%
[redfin selling costs],Exact match,30,4,13.33%,0.00%
 +house +estimate,Broad match,"18,525","1,250",6.75%,9.34%
"""enkels and volkers""",Phrase match,1,0,0.00%,0.00%
"""San Lorenzo real estate agent""",Phrase match,0,0, --,0.00%
"""Fairfax real estate agent""",Phrase match,22,0,0.00%,0.00%
 +current +market +value +of +my +property,Broad match,61,7,11.48%,0.00%
"""Cloverdale real estate agent""",Phrase match,0,0, --,0.00%
"""home value estimate""",Phrase match,"13,894","1,364",9.82%,12.99%
"""redfin seller fees""",Phrase match,0,0, --,0.00%
[redfin reviews],Exact match,196,7,3.57%,0.00%
"""free realtors""",Phrase match,1,0,0.00%,0.00%
 +buying +with +redfin,Broad match,14,0,0.00%,0.00%
"""Rohnert Park realtor""",Phrase match,1,0,0.00%,0.00%
"""what is my property worth""",Phrase match,"1,200",173,14.42%,15.90%
 +listing +agent,Broad match,"26,292",608,2.31%,6.44%
"""house value estimate""",Phrase match,"3,232",411,12.72%,13.38%
 +Redfin +sign +in,Broad match,0,0, --,0.00%
"""1 listing fee""",Phrase match,8,0,0.00%,0.00%
"""how much my house worth""",Phrase match,"4,598",730,15.88%,16.03%
"""discount real estate agent""",Phrase match,14,2,14.29%,0.00%
 +redfin +vs. +rex,Broad match,0,0, --,0.00%
"""local realtors""",Phrase match,174,6,3.45%,0.00%
 +home +valuations,Broad match,292,11,3.77%,18.18%
"""home bay real""",Phrase match,0,0, --,0.00%
 +redfin +cost,Broad match,48,4,8.33%,0.00%
"""engel and volkers listings""",Phrase match,0,0, --,0.00%
"""engel and volkers real estate agents""",Phrase match,0,0, --,0.00%
 +is +redfin +a +good +deal,Broad match,0,0, --,0.00%
 +trelora,Broad match,14,0,0.00%,0.00%
"""redfin sold properties""",Phrase match,0,0, --,0.00%
 +home +value +finder,Broad match,18,4,22.22%,25.00%
"""redfin zillow""",Phrase match,1,0,0.00%,0.00%
[redfin listing agent],Exact match,13,1,7.69%,0.00%
 +online +home +appraisal,Broad match,"2,965",362,12.21%,16.57%
 +sell +my +home +redfin,Broad match,4,0,0.00%,0.00%
 +home +value +estimator,Broad match,"35,762","3,684",10.30%,11.84%
"""South San Francisco real estate agent""",Phrase match,4,0,0.00%,0.00%
"""hire a realtor""",Phrase match,31,3,9.68%,0.00%
 +house +appraisal,Broad match,"25,203","1,034",4.10%,14.65%
"""Redfin mortgage rates""",Phrase match,0,0, --,0.00%
"""engel and volkers homes for sale""",Phrase match,0,0, --,0.00%
sell home in Chicago,Broad match,"106,517","8,172",7.67%,2.47%
"""what is the value of my home""",Phrase match,304,48,15.79%,16.67%
 +appraise +my +house,Broad match,"5,851",481,8.22%,13.83%
"""San Anselmo real estate agent""",Phrase match,0,0, --,0.00%
"""Tiburon realtor""",Phrase match,3,0,0.00%,0.00%
 +how +much +is +home +worth,Broad match,"3,545",343,9.68%,13.27%
"""Palo Alto real estate agent""",Phrase match,14,0,0.00%,0.00%
[trelora real estate],Exact match,6,0,0.00%,0.00%
 +lowest +realtor +fees,Broad match,569,74,13.01%,14.19%
 +buying +a +house +through +redfin,Broad match,1,0,0.00%,0.00%
"""price my house""",Phrase match,54,8,14.81%,0.00%
"""how much is my home worth""",Phrase match,"5,412",771,14.25%,9.40%
"""house appraisal""",Phrase match,"1,837",51,2.78%,7.84%
[free online house valuation],Exact match,0,0, --,0.00%
"""free house valuation""",Phrase match,0,0, --,0.00%
"""house value calculator""",Phrase match,0,0, --,0.00%
"""online home appraisal""",Phrase match,3,0,0.00%,0.00%
how do i find how much my house is worth,Broad match,"6,574",553,8.41%,4.46%
how +to +find +out +how +much +my +house +is +worth,Broad match,80,11,13.75%,0.00%
value of house,Broad match,"27,816","1,430",5.14%,4.69%
"""what is my house worth""",Phrase match,"5,575",766,13.74%,7.18%
market value of home,Broad match,"12,942",724,5.59%,3.18%
 +website +for +real +estate +agents,Broad match,117,2,1.71%,0.00%
"""get an estimate on my house""",Phrase match,4,0,0.00%,0.00%
[house valuation free],Exact match,1,0,0.00%,0.00%
[home value finder],Exact match,264,41,15.53%,12.20%
"""how much is your house worth""",Phrase match,393,87,22.14%,10.34%
"""whats my house worth""",Phrase match,691,72,10.42%,6.94%
house appraisal calculator,Broad match,"3,419",218,6.38%,7.80%
market value of my house,Broad match,"4,761",276,5.80%,8.33%
what is my home worth,Broad match,"7,931",325,4.10%,9.23%
estimate +house +value,Broad match,"2,520",224,8.89%,4.46%
home worth,Broad match,"22,521","1,099",4.88%,5.82%
"""home value websites""",Phrase match,0,0, --,0.00%
house +estimate,Broad match,"6,642",302,4.55%,4.97%
how +much +is +my +house +worth,Broad match,"18,973","3,012",15.88%,9.04%
"""home valuations""",Phrase match,23,0,0.00%,0.00%
 +expert +real +estate +agents,Broad match,4,0,0.00%,0.00%
free online house valuation,Broad match,"1,760",161,9.15%,13.73%
price my house,Broad match,"66,503","2,499",3.76%,4.21%
"""value of my home""",Phrase match,"3,665",564,15.39%,5.67%
value of home,Broad match,"112,660","6,344",5.63%,5.59%
 +best +real +estate +agent,Broad match,"2,373",249,10.49%,0.40%
[home value websites],Exact match,"1,663",151,9.08%,5.96%
how +much +is +my +house +worth +today,Broad match,31,4,12.90%,0.00%
sold home prices,Broad match,"169,904","7,861",4.63%,2.86%
how +much +is +my +house,Broad match,993,161,16.21%,10.56%
"""home value finder""",Phrase match,0,0, --,0.00%
"""market value of home""",Phrase match,43,3,6.98%,0.00%
[appraise my house],Exact match,599,100,16.69%,15.00%
"""how to sell my home fast""",Phrase match,137,7,5.11%,0.00%
 +top +real +estate +agent,Broad match,"14,440","3,207",22.21%,0.06%
how much is my house,Broad match,"39,459","2,414",6.12%,7.04%
determine property value,Broad match,"7,179",333,4.64%,3.90%
what's +my +house +worth +now,Broad match,2,0,0.00%,0.00%
"""value of home""",Phrase match,357,20,5.60%,5.00%
house value calculator,Broad match,"3,754",177,4.71%,7.34%
"""what's my house worth""",Phrase match,"3,348",389,11.62%,6.17%
"""home market value""",Phrase match,138,7,5.07%,0.00%
 +requirements +real+estate +agents,Broad match,116,0,0.00%,0.00%
"""how much does my house cost""",Phrase match,574,125,21.78%,10.40%
home buying calculator,Broad match,"22,114",642,2.90%,2.34%
how +can +i +tell +how +much +my +house +is +worth,Broad match,4,1,25.00%,0.00%
[home valuations],Exact match,983,77,7.83%,3.90%
"""online house valuation""",Phrase match,0,0, --,0.00%
